Age,Income,Spending_Score,Engagement_Level,Purchase_Frequency,Product_Category,Customer_Segment,Met_Target
54,115432,41.66,7,9,Electronics,High-Value,0
26,51923,15.5,8,3,Groceries,Medium-Value,1
34,137449,66.45,1,36,Beauty,Low-Value,0
26,121739,70.88,9,48,Groceries,Low-Value,1
28,124926,17.79,4,7,Clothing,High-Value,0
32,98388,88.85,8,22,Beauty,Low-Value,1
41,67574,44.19,7,14,Beauty,Medium-Value,0
55,63391,14.28,7,48,Clothing,Medium-Value,0
52,148691,76.43,2,29,Groceries,High-Value,1
47,141757,79.0,1,16,Groceries,Medium-Value,0
48,73664,63.93,4,48,Beauty,Medium-Value,0
66,87384,85.35,2,34,Clothing,Low-Value,1
22,51027,73.74,8,10,Furniture,Medium-Value,1
61,55464,88.22,7,7,Groceries,Low-Value,0
67,54485,43.39,8,25,Furniture,High-Value,1
31,148366,74.76,6,27,Beauty,High-Value,1
28,39456,99.98,1,15,Furniture,Low-Value,1
26,94795,72.49,9,32,Furniture,Low-Value,1
51,55554,11.42,6,28,Groceries,Medium-Value,0
29,66922,51.83,1,9,Beauty,Medium-Value,1
52,33409,58.73,1,7,Furniture,Medium-Value,0
52,89327,17.42,8,16,Groceries,High-Value,1
18,111400,96.29,6,26,Furniture,High-Value,1
57,56639,17.56,8,35,Groceries,Medium-Value,1
39,120110,17.76,8,17,Beauty,Low-Value,0
46,83627,91.52,8,23,Clothing,Medium-Value,1
25,103424,46.52,7,8,Groceries,High-Value,1
28,39692,6.32,7,2,Groceries,Medium-Value,0
58,109037,59.82,4,31,Furniture,Medium-Value,1
54,98840,60.18,9,32,Beauty,Low-Value,1
31,74200,6.45,2,29,Electronics,High-Value,0
47,113063,97.25,9,3,Electronics,Medium-Value,1
52,77415,54.4,3,8,Clothing,Low-Value,0
38,38074,55.98,2,2,Beauty,Low-Value,1
54,35549,52.01,4,31,Groceries,Low-Value,0
22,49963,61.07,5,49,Electronics,High-Value,1
36,111456,26.43,2,37,Clothing,Medium-Value,1
31,116362,28.72,1,20,Beauty,Medium-Value,0
43,121607,51.13,5,29,Clothing,Low-Value,1
21,72265,80.67,9,17,Electronics,Low-Value,1
42,36061,4.99,5,10,Furniture,Medium-Value,0
62,78226,60.34,9,41,Furniture,Low-Value,1
59,48810,80.68,6,22,Beauty,Medium-Value,1
42,80006,15.69,3,6,Clothing,Low-Value,0
35,142538,1.5,4,43,Groceries,Low-Value,0
57,133502,31.27,4,34,Electronics,Medium-Value,1
25,42800,58.81,1,31,Furniture,High-Value,0
56,136192,13.83,3,12,Furniture,Low-Value,0
57,128959,42.61,3,12,Clothing,Medium-Value,0
31,145433,55.23,1,16,Furniture,Low-Value,1
49,127228,59.89,9,25,Clothing,Medium-Value,1
68,95476,27.44,1,22,Electronics,High-Value,1
55,89460,40.0,9,27,Clothing,Low-Value,1
50,77767,77.83,1,24,Furniture,Low-Value,1
40,48054,94.12,2,12,Clothing,Low-Value,1
32,95319,86.19,2,18,Furniture,Medium-Value,1
50,122789,56.43,6,45,Beauty,Medium-Value,1
42,65397,41.03,7,47,Furniture,Low-Value,1
34,33233,33.3,1,16,Furniture,Low-Value,0
50,131205,12.5,3,4,Furniture,High-Value,1
64,110020,10.66,2,12,Beauty,Medium-Value,1
19,45068,68.84,8,49,Groceries,Medium-Value,1
31,85727,25.98,9,33,Furniture,High-Value,0
57,110610,25.47,2,22,Groceries,Low-Value,0
57,90453,99.82,2,18,Electronics,High-Value,1
68,124135,18.79,9,48,Clothing,High-Value,0
56,45832,14.81,4,33,Groceries,Low-Value,0
68,128464,9.87,5,27,Electronics,Medium-Value,0
23,106242,57.98,9,42,Clothing,Medium-Value,1
23,33682,62.79,6,19,Furniture,High-Value,0
20,112298,36.52,9,48,Furniture,Low-Value,1
24,43383,53.54,9,14,Furniture,Medium-Value,1
68,78160,78.84,7,25,Beauty,High-Value,1
25,113332,81.81,9,34,Beauty,High-Value,1
59,43666,95.79,5,24,Beauty,High-Value,1
69,78817,82.43,5,38,Beauty,Medium-Value,1
32,111198,56.48,8,23,Electronics,High-Value,1
64,130695,17.97,4,5,Electronics,Low-Value,0
46,54642,9.98,9,44,Furniture,Medium-Value,0
50,61830,5.45,7,36,Clothing,Medium-Value,0
69,123067,66.65,7,24,Beauty,Medium-Value,1
47,30234,80.75,3,36,Clothing,Low-Value,0
56,77616,50.87,4,5,Electronics,Medium-Value,1
44,29221,5.47,7,39,Beauty,Low-Value,1
53,31410,53.55,5,6,Electronics,Low-Value,0
46,100055,93.57,3,45,Electronics,Low-Value,1
55,81413,59.76,1,36,Groceries,High-Value,0
50,21051,80.94,7,45,Electronics,Low-Value,0
54,130529,80.02,6,4,Furniture,High-Value,1
44,95301,93.21,7,10,Electronics,Low-Value,1
50,96918,77.02,2,1,Beauty,Medium-Value,1
21,98116,74.77,4,21,Furniture,Medium-Value,1
39,142226,23.41,2,40,Electronics,Medium-Value,1
19,76563,5.99,8,39,Furniture,High-Value,0
27,117859,51.76,7,37,Electronics,Medium-Value,1
22,64757,12.44,1,3,Furniture,Medium-Value,0
27,146169,96.22,2,47,Clothing,Medium-Value,0
50,141008,28.99,2,31,Groceries,Medium-Value,0
55,97475,85.29,4,27,Furniture,Medium-Value,1
30,71257,38.76,3,17,Beauty,Low-Value,0
48,115500,32.32,1,23,Groceries,High-Value,1
64,20307,93.52,2,13,Groceries,High-Value,0
53,76889,36.33,9,47,Electronics,Low-Value,0
62,88895,39.03,1,27,Furniture,High-Value,0
41,115184,10.61,9,20,Groceries,Medium-Value,0
69,55944,67.04,7,46,Beauty,Medium-Value,1
32,119555,28.88,2,13,Beauty,Low-Value,1
46,58134,58.56,2,44,Beauty,High-Value,1
25,47323,59.14,5,24,Electronics,Medium-Value,1
22,136205,71.92,5,41,Clothing,Low-Value,1
46,91762,74.52,4,3,Furniture,Medium-Value,0
64,107225,51.45,3,43,Groceries,Medium-Value,0
21,116507,33.1,4,10,Furniture,Medium-Value,0
29,45954,83.75,4,1,Groceries,Medium-Value,0
62,75021,30.99,2,49,Electronics,Medium-Value,0
19,109959,50.75,5,13,Furniture,Medium-Value,0
44,115927,40.13,5,14,Electronics,High-Value,0
48,99866,85.51,5,33,Electronics,High-Value,1
68,90427,43.19,1,2,Furniture,Medium-Value,1
68,24992,38.61,6,2,Furniture,High-Value,1
53,21961,68.98,2,39,Groceries,High-Value,1
53,32497,60.24,7,41,Beauty,Low-Value,0
43,137551,10.72,4,31,Electronics,High-Value,1
60,52551,50.82,5,4,Clothing,Low-Value,1
44,96384,73.55,5,34,Groceries,Low-Value,1
22,145374,99.21,5,19,Groceries,Medium-Value,1
37,75755,62.91,2,37,Beauty,Medium-Value,1
28,33255,37.03,5,9,Beauty,Medium-Value,1
27,24567,22.62,3,24,Electronics,Medium-Value,1
57,68847,87.28,4,13,Groceries,Low-Value,1
55,124817,81.46,2,44,Groceries,High-Value,1
23,68003,23.39,4,30,Clothing,Medium-Value,1
25,40389,20.06,9,19,Electronics,High-Value,0
40,64523,71.51,8,41,Electronics,Low-Value,1
64,143802,31.5,3,10,Beauty,Medium-Value,1
43,81576,30.64,1,42,Electronics,Medium-Value,0
63,147342,15.23,1,44,Clothing,Medium-Value,1
60,63919,26.4,6,14,Electronics,Low-Value,1
29,102103,42.75,3,40,Furniture,Medium-Value,0
43,142443,73.28,4,48,Furniture,Low-Value,1
30,23358,33.63,1,49,Clothing,Medium-Value,0
57,108535,32.86,8,20,Beauty,High-Value,0
35,127894,28.49,1,4,Groceries,Low-Value,0
42,141485,47.83,5,38,Electronics,Medium-Value,1
50,96524,18.06,6,44,Beauty,Medium-Value,0
64,143416,48.56,2,39,Beauty,Low-Value,0
57,125982,70.42,7,5,Electronics,Low-Value,1
60,117057,2.98,7,42,Groceries,Low-Value,0
29,25698,0.98,1,32,Electronics,Low-Value,1
61,86809,7.51,4,6,Groceries,Low-Value,0
53,113079,53.57,4,14,Clothing,Low-Value,1
65,75805,85.45,5,6,Groceries,Low-Value,1
21,51349,0.49,1,14,Beauty,High-Value,0
22,96777,93.67,1,12,Clothing,High-Value,0
54,70248,10.63,7,27,Furniture,Medium-Value,0
25,95033,84.2,9,26,Clothing,Medium-Value,1
59,127411,48.29,1,12,Groceries,Low-Value,1
66,118239,65.94,2,8,Clothing,Medium-Value,0
45,64041,51.07,6,10,Clothing,Low-Value,1
48,51954,47.7,6,16,Furniture,Medium-Value,0
26,28002,83.49,2,26,Groceries,High-Value,0
68,89783,75.59,9,8,Beauty,Low-Value,1
46,127524,48.34,4,41,Clothing,Medium-Value,1
31,107234,11.16,7,45,Electronics,Medium-Value,1
57,144857,11.54,6,29,Beauty,High-Value,1
58,39738,80.15,3,20,Clothing,Low-Value,1
39,30703,52.94,8,17,Beauty,Low-Value,1
28,133776,48.16,7,19,Electronics,High-Value,1
40,69422,68.06,9,17,Beauty,Low-Value,0
18,103106,85.88,3,39,Beauty,Medium-Value,1
63,81899,62.89,1,1,Electronics,High-Value,1
54,32392,76.28,2,29,Electronics,High-Value,1
38,64724,76.53,1,14,Electronics,Low-Value,0
43,52299,35.63,5,17,Furniture,Low-Value,0
63,35641,27.41,2,13,Electronics,Low-Value,0
53,99534,80.12,3,29,Beauty,Medium-Value,1
40,26305,37.72,8,34,Electronics,Medium-Value,1
18,118262,90.33,5,27,Clothing,High-Value,1
68,38782,6.97,4,46,Electronics,Medium-Value,0
57,98257,5.82,5,33,Electronics,Medium-Value,0
32,125299,92.7,6,29,Groceries,Medium-Value,1
38,97963,64.85,7,37,Beauty,Low-Value,1
64,132086,37.96,9,39,Beauty,Low-Value,1
26,141987,75.51,1,19,Clothing,Low-Value,1
26,40566,67.23,4,46,Furniture,High-Value,1
27,144591,53.12,9,24,Groceries,Medium-Value,1
69,87766,9.89,5,14,Clothing,Low-Value,1
43,26511,81.22,8,47,Clothing,Medium-Value,0
58,134816,86.6,1,37,Beauty,Low-Value,1
52,127765,17.22,4,5,Groceries,Low-Value,1
69,138360,85.05,9,24,Beauty,High-Value,1
42,46177,87.78,1,34,Furniture,High-Value,0
43,24765,54.94,1,31,Beauty,Low-Value,1
28,40354,65.62,4,30,Electronics,Medium-Value,1
55,43929,38.22,3,9,Beauty,Medium-Value,0
19,48820,28.18,7,27,Electronics,Low-Value,1
24,131576,72.2,3,28,Clothing,Medium-Value,1
35,49523,86.19,1,42,Furniture,Low-Value,1
44,91088,65.41,2,26,Electronics,Low-Value,1
51,86163,51.16,4,18,Furniture,Low-Value,1
44,97525,15.89,1,36,Beauty,Low-Value,0
34,33780,5.35,1,8,Beauty,Low-Value,0
60,26589,44.57,8,18,Clothing,Low-Value,0
61,54812,4.93,7,20,Beauty,Medium-Value,1
68,113664,56.93,8,32,Electronics,Medium-Value,1
41,65939,38.27,4,29,Clothing,Low-Value,1
42,71493,75.72,6,49,Furniture,Low-Value,0
24,124188,30.56,3,48,Clothing,Low-Value,1
69,113326,59.3,8,18,Furniture,High-Value,1
23,60953,53.77,4,7,Groceries,Low-Value,0
41,85785,0.47,3,1,Electronics,High-Value,1
50,39309,7.24,4,28,Electronics,Medium-Value,0
66,74195,29.04,6,33,Furniture,High-Value,0
46,135662,88.22,7,4,Beauty,Medium-Value,1
60,45901,14.7,7,20,Beauty,Low-Value,0
39,43576,71.09,4,36,Groceries,Medium-Value,1
43,51508,97.34,8,31,Furniture,Medium-Value,0
45,94711,79.06,7,38,Groceries,Medium-Value,1
67,45464,24.29,2,28,Furniture,Medium-Value,0
38,80281,90.84,8,3,Groceries,Low-Value,1
66,36260,9.31,9,6,Furniture,Medium-Value,0
24,144997,46.81,5,45,Electronics,High-Value,0
34,55440,88.75,4,23,Groceries,High-Value,0
37,115082,64.13,4,7,Groceries,Medium-Value,0
58,125583,41.36,4,36,Furniture,Low-Value,0
66,76683,29.28,6,1,Clothing,Low-Value,0
37,144206,37.51,4,6,Clothing,High-Value,1
39,61430,50.89,7,24,Electronics,High-Value,0
45,21987,31.9,7,37,Beauty,High-Value,0
57,134778,96.9,5,45,Beauty,Medium-Value,0
66,45105,93.31,5,36,Electronics,High-Value,0
24,98484,87.07,8,24,Beauty,High-Value,1
18,138747,42.18,7,38,Furniture,Medium-Value,1
49,33026,69.13,7,45,Clothing,Medium-Value,1
30,88309,90.28,6,29,Electronics,Low-Value,1
47,65927,85.04,7,37,Furniture,Medium-Value,1
40,95414,41.43,7,45,Electronics,High-Value,1
68,77535,11.24,2,32,Clothing,Low-Value,1
36,62946,7.56,2,25,Beauty,Medium-Value,0
49,146503,57.71,7,10,Furniture,Low-Value,1
47,76561,64.26,7,35,Clothing,High-Value,1
46,30377,84.98,7,25,Electronics,Medium-Value,1
66,73592,29.25,5,27,Groceries,High-Value,0
62,27347,16.75,1,45,Furniture,Medium-Value,1
46,53776,37.9,2,32,Electronics,Medium-Value,1
47,23783,35.36,9,12,Electronics,Low-Value,0
33,75798,13.25,8,4,Clothing,Medium-Value,1
57,24298,67.23,8,42,Electronics,Medium-Value,0
36,90204,50.87,1,26,Furniture,Medium-Value,0
35,106207,72.11,6,3,Furniture,Low-Value,1
18,120356,35.27,9,17,Electronics,High-Value,1
31,75161,32.57,8,9,Clothing,Medium-Value,1
68,80652,47.26,3,29,Furniture,High-Value,1
64,54484,87.74,4,1,Groceries,Medium-Value,1
67,118614,4.03,3,18,Beauty,Low-Value,1
19,149572,80.48,6,41,Clothing,Medium-Value,1
45,132695,36.9,9,20,Clothing,High-Value,0
66,40922,85.46,8,41,Beauty,Medium-Value,1
67,54028,80.22,4,34,Beauty,Medium-Value,0
47,131461,34.88,2,28,Furniture,High-Value,0
55,40316,69.39,8,48,Electronics,Low-Value,1
68,96996,15.96,8,35,Electronics,Low-Value,1
21,36968,89.63,6,16,Groceries,Medium-Value,1
18,50266,40.45,8,21,Electronics,Low-Value,0
25,145679,45.56,9,13,Groceries,Medium-Value,1
46,115745,70.58,1,35,Groceries,Medium-Value,1
56,44000,82.08,9,42,Clothing,Medium-Value,1
20,143239,23.63,2,32,Clothing,Low-Value,0
49,34011,66.14,1,38,Furniture,Medium-Value,1
27,22866,39.2,8,6,Beauty,Medium-Value,0
27,132669,36.87,8,38,Beauty,Medium-Value,1
36,25898,69.0,4,38,Groceries,High-Value,1
63,38395,38.72,8,13,Beauty,Low-Value,1
51,59019,34.61,7,46,Groceries,Medium-Value,0
50,123243,83.59,2,39,Beauty,Medium-Value,0
40,24006,10.13,5,13,Furniture,Medium-Value,0
45,54393,67.59,4,47,Clothing,Medium-Value,0
49,30956,24.87,3,12,Clothing,Low-Value,0
67,70042,1.55,1,33,Groceries,Low-Value,0
24,116199,16.68,5,28,Beauty,Medium-Value,1
46,26078,60.67,8,3,Electronics,Medium-Value,1
25,49631,70.91,9,18,Furniture,Low-Value,1
18,115676,2.11,7,26,Beauty,Medium-Value,1
20,141724,3.64,1,40,Electronics,High-Value,1
41,82901,90.25,1,2,Furniture,Low-Value,1
40,127227,7.33,1,4,Furniture,High-Value,1
25,89497,89.42,2,28,Clothing,Low-Value,1
64,114813,22.82,1,28,Groceries,Medium-Value,1
54,137192,74.0,4,25,Beauty,Medium-Value,0
20,61574,30.97,9,26,Furniture,Low-Value,0
68,138494,85.88,4,45,Beauty,High-Value,1
50,51417,70.05,4,47,Furniture,Medium-Value,0
45,108020,40.18,7,2,Clothing,Low-Value,1
64,103639,7.63,9,42,Groceries,Medium-Value,0
25,85006,73.27,7,34,Electronics,Medium-Value,1
51,114881,61.69,1,30,Electronics,High-Value,1
52,131862,0.29,1,21,Clothing,Medium-Value,1
49,59454,0.94,4,44,Furniture,Low-Value,0
41,21587,80.88,4,37,Clothing,Low-Value,0
31,141688,25.94,1,44,Groceries,Medium-Value,0
49,128107,63.61,6,23,Electronics,Medium-Value,1
63,135584,45.42,2,33,Beauty,High-Value,0
60,74710,86.34,5,2,Electronics,Medium-Value,0
33,143157,91.7,8,27,Groceries,High-Value,1
21,106567,99.68,3,48,Furniture,High-Value,1
69,111748,15.37,9,22,Clothing,Medium-Value,1
54,95886,86.3,7,34,Electronics,Low-Value,1
38,38816,26.6,9,16,Electronics,Low-Value,0
31,105824,59.08,1,20,Beauty,Low-Value,0
48,49432,50.58,5,26,Clothing,Medium-Value,0
65,129758,1.8,3,16,Beauty,Low-Value,1
35,68617,93.28,4,6,Beauty,Low-Value,1
24,92373,7.83,4,45,Furniture,Low-Value,0
27,54217,68.82,7,44,Electronics,Low-Value,1
24,40884,78.5,8,23,Clothing,Low-Value,0
50,25454,79.53,5,42,Furniture,Low-Value,1
40,94960,13.55,7,37,Furniture,Medium-Value,0
38,122421,44.76,3,8,Furniture,Low-Value,1
36,127173,82.94,3,6,Groceries,High-Value,1
65,63618,30.27,3,37,Groceries,Low-Value,1
36,103948,46.77,4,22,Furniture,High-Value,0
53,82671,27.28,6,6,Groceries,Medium-Value,1
46,67111,46.36,5,32,Clothing,Medium-Value,0
35,59613,88.78,8,17,Electronics,Medium-Value,0
19,105678,45.51,5,38,Clothing,Low-Value,1
18,140592,55.59,5,17,Electronics,Low-Value,1
64,122928,40.4,2,37,Groceries,Medium-Value,1
22,144917,46.01,5,23,Clothing,High-Value,0
37,79993,1.52,7,49,Beauty,High-Value,1
28,148652,28.37,2,49,Furniture,Medium-Value,0
59,28848,43.66,6,13,Electronics,Medium-Value,0
19,134853,63.38,7,32,Electronics,Medium-Value,1
20,98672,45.01,5,22,Beauty,Medium-Value,1
40,139279,33.78,9,7,Beauty,High-Value,1
29,86125,38.81,4,22,Furniture,Low-Value,0
37,106444,24.23,1,21,Groceries,High-Value,1
22,137509,92.45,8,6,Clothing,Low-Value,1
54,81602,52.17,8,14,Clothing,Medium-Value,1
55,92045,1.34,7,16,Clothing,High-Value,1
47,125997,1.94,8,3,Groceries,High-Value,1
26,62222,97.3,2,9,Furniture,Medium-Value,0
51,69223,22.15,3,47,Clothing,Low-Value,0
61,130012,80.56,9,21,Electronics,Low-Value,1
52,131246,5.83,1,30,Electronics,Low-Value,0
69,85333,92.12,8,30,Electronics,Medium-Value,1
39,72732,87.44,8,42,Beauty,Medium-Value,1
61,142650,57.11,7,42,Beauty,Medium-Value,1
41,69420,0.9,5,32,Groceries,Medium-Value,1
34,95504,25.78,4,23,Clothing,Medium-Value,0
27,22462,40.68,6,3,Beauty,Medium-Value,0
47,29460,46.01,1,1,Electronics,High-Value,0
63,119319,29.77,5,3,Beauty,Low-Value,0
40,145602,3.29,4,37,Electronics,High-Value,0
49,29275,59.01,4,7,Clothing,Low-Value,1
34,114213,52.42,7,3,Groceries,Medium-Value,1
67,33269,28.3,9,36,Furniture,High-Value,1
68,149593,3.8,8,49,Furniture,Low-Value,0
34,142672,99.46,8,3,Electronics,Low-Value,1
31,85942,48.2,5,4,Beauty,Low-Value,0
26,92920,75.6,6,31,Beauty,Low-Value,1
57,140737,45.23,2,2,Electronics,Medium-Value,0
19,42553,4.32,3,14,Clothing,Low-Value,1
62,44366,30.96,5,37,Electronics,Low-Value,0
42,64036,32.01,2,31,Clothing,Medium-Value,0
56,37369,83.84,3,2,Groceries,Medium-Value,0
26,31795,65.42,4,31,Groceries,Medium-Value,0
39,90021,27.54,6,47,Electronics,Medium-Value,0
60,127205,96.77,5,43,Groceries,Medium-Value,1
63,88154,32.15,4,22,Beauty,Low-Value,1
21,50143,99.82,2,10,Clothing,Medium-Value,1
43,49425,99.62,5,30,Furniture,High-Value,1
46,108209,19.12,5,33,Furniture,Low-Value,0
62,95139,31.27,7,19,Groceries,Medium-Value,1
51,125232,48.6,1,46,Clothing,High-Value,1
40,25368,66.41,4,25,Beauty,High-Value,0
54,24621,52.8,5,46,Furniture,Medium-Value,1
28,78829,96.94,8,1,Beauty,Medium-Value,1
23,149036,72.4,8,32,Beauty,Medium-Value,1
35,80294,21.2,1,25,Furniture,Medium-Value,1
38,34719,10.51,5,41,Furniture,Medium-Value,0
59,49227,68.84,1,17,Groceries,Low-Value,1
53,129430,15.85,1,14,Clothing,Low-Value,1
58,27566,78.77,2,45,Electronics,Low-Value,0
55,32306,31.1,2,13,Clothing,Low-Value,0
51,73822,32.69,9,38,Electronics,Medium-Value,1
34,44042,1.08,4,39,Furniture,High-Value,0
54,35086,70.1,3,2,Beauty,High-Value,1
42,37387,11.33,1,32,Clothing,Medium-Value,1
55,47042,77.29,2,32,Beauty,High-Value,1
29,109424,49.19,6,40,Clothing,High-Value,1
40,71618,78.43,9,6,Clothing,High-Value,1
59,112050,58.39,5,25,Beauty,Low-Value,1
39,38323,8.24,4,3,Groceries,Medium-Value,1
38,38019,76.57,5,18,Furniture,Medium-Value,1
44,95426,6.98,9,38,Groceries,Low-Value,1
48,60863,47.87,7,43,Groceries,High-Value,1
23,140953,17.23,8,3,Clothing,Low-Value,1
44,131023,75.23,4,48,Furniture,Low-Value,1
57,30283,91.16,8,5,Clothing,Low-Value,0
51,38279,55.41,6,24,Electronics,Medium-Value,1
29,66999,52.71,5,34,Clothing,Medium-Value,1
62,82780,76.4,7,47,Beauty,Medium-Value,1
24,42908,0.51,6,48,Clothing,Low-Value,0
27,81584,91.78,3,39,Electronics,Medium-Value,0
62,146278,19.74,5,48,Clothing,Medium-Value,0
34,133002,98.41,9,24,Electronics,Medium-Value,1
43,70225,73.63,7,36,Furniture,Low-Value,1
38,57952,77.43,4,28,Clothing,Low-Value,1
45,120706,65.62,7,48,Electronics,Low-Value,1
63,57663,47.17,5,49,Furniture,Medium-Value,0
19,142019,57.16,2,34,Beauty,Low-Value,1
60,129708,4.64,6,16,Groceries,Low-Value,1
18,81381,62.4,7,36,Electronics,Low-Value,1
68,67929,62.61,8,7,Beauty,Medium-Value,1
53,29343,89.12,6,18,Furniture,Medium-Value,1
68,96173,50.57,8,6,Beauty,Medium-Value,1
43,120260,7.71,7,28,Clothing,Medium-Value,1
46,59791,30.62,2,39,Groceries,Low-Value,1
38,49134,65.56,6,34,Electronics,Low-Value,1
28,132366,23.93,9,41,Furniture,Low-Value,1
57,67101,28.05,6,29,Groceries,Low-Value,0
28,89443,82.05,4,4,Furniture,High-Value,1
53,119111,58.43,7,14,Beauty,Medium-Value,1
66,77530,50.85,3,5,Furniture,Medium-Value,0
56,66799,31.85,5,25,Furniture,Low-Value,0
57,24827,73.09,1,39,Beauty,Low-Value,0
52,116143,28.77,3,8,Beauty,Low-Value,1
51,82653,73.71,8,15,Groceries,Medium-Value,1
64,33699,7.01,9,19,Electronics,Low-Value,0
41,122828,86.45,9,11,Beauty,Medium-Value,1
39,133497,49.96,2,20,Groceries,Medium-Value,1
22,111419,43.85,4,36,Furniture,High-Value,0
50,134527,61.1,5,18,Furniture,Low-Value,1
53,136972,62.42,3,14,Clothing,Low-Value,1
64,25313,13.2,1,38,Beauty,Low-Value,1
37,33598,75.62,6,25,Groceries,Medium-Value,1
36,131362,27.59,2,16,Groceries,Low-Value,0
52,135445,90.5,9,18,Electronics,Medium-Value,1
69,48807,81.79,1,1,Groceries,Medium-Value,1
60,90423,34.63,9,40,Beauty,Low-Value,0
34,89390,80.77,7,1,Groceries,Low-Value,1
62,65226,35.64,2,1,Clothing,Low-Value,0
60,79550,10.09,6,21,Furniture,Low-Value,0
51,100072,96.19,8,25,Furniture,Low-Value,1
26,23558,65.26,2,27,Groceries,Medium-Value,1
43,95308,45.61,5,10,Groceries,Medium-Value,0
19,70113,39.78,6,12,Groceries,Low-Value,1
26,72999,32.47,3,28,Groceries,Medium-Value,1
26,75878,98.14,2,49,Clothing,Low-Value,0
57,56343,13.47,6,32,Beauty,Medium-Value,0
34,78219,31.48,3,33,Clothing,High-Value,1
18,55186,48.55,2,8,Clothing,High-Value,0
42,56966,47.8,1,42,Clothing,Low-Value,0
60,53769,47.14,8,26,Furniture,Medium-Value,1
57,139932,17.58,1,42,Clothing,Medium-Value,0
59,146264,14.49,5,41,Groceries,Low-Value,0
42,125423,25.48,6,2,Clothing,Medium-Value,0
56,73218,91.45,3,35,Groceries,High-Value,1
52,39229,11.31,7,34,Beauty,Low-Value,1
20,95209,75.74,2,6,Furniture,Medium-Value,1
67,47877,75.75,7,31,Beauty,Medium-Value,1
54,78001,80.98,2,23,Beauty,Low-Value,0
61,117137,88.66,5,12,Furniture,Low-Value,1
61,58084,26.3,7,28,Groceries,Low-Value,0
68,101780,22.46,3,15,Groceries,Low-Value,0
47,112892,46.55,4,19,Groceries,Low-Value,0
55,36806,26.51,1,12,Furniture,Low-Value,1
51,108635,73.43,3,48,Clothing,Low-Value,0
29,130177,63.59,9,2,Electronics,Medium-Value,1
36,57034,87.5,5,11,Clothing,Medium-Value,0
54,60317,8.27,8,44,Clothing,Low-Value,1
61,75468,91.51,2,37,Beauty,Low-Value,1
66,39094,29.33,3,38,Electronics,Low-Value,0
34,77796,49.07,7,25,Groceries,Low-Value,1
27,30589,43.86,4,43,Clothing,Low-Value,1
66,77221,76.03,9,21,Furniture,Medium-Value,1
64,144855,42.03,7,42,Clothing,Low-Value,1
29,21657,94.36,1,36,Groceries,Low-Value,0
33,118300,90.25,4,9,Clothing,Medium-Value,1
41,137229,87.22,6,12,Beauty,Medium-Value,1
36,59531,7.13,6,10,Beauty,Medium-Value,0
25,72227,85.43,6,46,Clothing,High-Value,1
48,23164,78.16,5,5,Beauty,Low-Value,1
38,113078,10.35,3,33,Furniture,High-Value,0
34,103973,10.74,2,5,Electronics,High-Value,1
40,61247,10.12,3,16,Clothing,Low-Value,1
54,124041,1.13,9,37,Furniture,High-Value,1
33,39601,54.86,3,37,Furniture,Medium-Value,0
23,113966,97.34,3,29,Furniture,High-Value,0
25,70599,43.87,1,18,Groceries,Medium-Value,0
42,91545,54.08,2,29,Clothing,Medium-Value,0
35,135295,96.8,3,6,Clothing,Low-Value,0
42,24552,25.52,2,18,Clothing,Medium-Value,0
29,136452,85.85,8,32,Electronics,Low-Value,1
32,29417,54.64,6,42,Furniture,Low-Value,1
43,78579,56.95,7,47,Clothing,High-Value,1
58,127525,34.32,1,31,Beauty,Low-Value,1
62,88207,56.16,6,11,Groceries,Medium-Value,1
43,92055,7.31,2,26,Electronics,Low-Value,0
64,122266,76.46,6,28,Groceries,Low-Value,1
49,98270,28.47,3,27,Furniture,Medium-Value,0
27,131426,88.76,7,19,Beauty,Low-Value,1
33,137865,36.79,3,45,Furniture,High-Value,1
24,23722,14.28,9,27,Clothing,Low-Value,1
34,90442,69.59,3,20,Groceries,Low-Value,0
40,115632,16.46,7,3,Beauty,Low-Value,0
43,60031,75.37,4,16,Groceries,Low-Value,0
38,99235,96.81,8,39,Electronics,Low-Value,1
39,41438,77.96,2,44,Beauty,Medium-Value,1
24,78819,2.24,8,29,Electronics,Medium-Value,1
31,63856,59.99,9,15,Beauty,Low-Value,1
32,53576,69.54,8,30,Clothing,Low-Value,0
24,61938,82.55,6,40,Groceries,High-Value,1
26,69028,5.6,1,49,Groceries,Medium-Value,0
68,79807,48.01,7,1,Furniture,Medium-Value,0
65,69877,53.54,1,29,Beauty,Medium-Value,1
25,117783,16.91,7,30,Beauty,Medium-Value,1
67,63461,32.24,2,40,Electronics,Medium-Value,0
40,113474,44.02,8,46,Beauty,High-Value,1
46,60469,83.32,2,32,Groceries,Low-Value,0
35,103136,92.94,3,10,Beauty,Low-Value,1
48,40435,62.84,3,27,Furniture,Low-Value,0
47,104117,39.49,1,8,Furniture,High-Value,1
69,34191,25.4,5,36,Groceries,Low-Value,0
56,104726,98.21,5,42,Groceries,Medium-Value,1
52,143658,98.3,5,35,Groceries,Medium-Value,1
35,135660,92.5,9,36,Beauty,Medium-Value,1
59,47386,78.57,6,48,Beauty,Low-Value,0
56,51721,32.58,6,36,Clothing,Low-Value,1
34,74786,81.7,3,25,Electronics,Low-Value,0
31,33704,40.88,5,20,Beauty,Low-Value,0
48,76635,32.68,7,45,Clothing,Low-Value,1
